구,연도,강남구,강동구,강북구,강서구,관악구,광진구,구로구,금천구,노원구,도봉구,동대문구,동작구,마포구,서대문구,서초구,성동구,성북구,송파구,양천구,영등포구,용산구,은평구,종로구,중구,중랑구,1인가구수,단독주택_계,단독주택_남자,단독주택_여자,아파트_계,아파트_남자,아파트_여자,연립주택_계,연립주택_남자,연립주택_여자,다세대주택_계,다세대주택_남자,다세대주택_여자,비주거용 건물내 주택_계,비주거용 건물내 주택_남자,비주거용 건물내 주택_여자,일반수급자 65 ~ 69세,일반수급자 70 ~ 74세,일반수급자 75 ~ 79세,일반수급자 80세 이상,값,기초생활수급자비율,저소득노인_65~79비율,저소득노인_80이상비율,노령화지수,총인구,총인구_남자,총인구_여자,전년 대비 증감,증감률,1인가구_비율,65세 이상,0~14세,소비자물가
동작구,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46726.9,14224.6,13698.6,6660.8,2451.6,4209.1,641.3,281.5,359.9,6832.0,3057.0,3775.0,1855.0,933.7,921.3,2814.6,234.9,479.4,546.5,285.0,9.9,11.91,10.91,25.78,10.36,407782.2,199332.8,208449.4,1862.4,4.1,11.7,5973.2,46881.7,91.477
동작구,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50235.0,14872.1,14344.0,7533.3,2781.3,4752.0,704.0,307.6,396.4,7591.0,3379.7,4211.3,1970.9,1005.6,965.3,3219.7,405.0,587.1,634.4,506.6,10.4,14.03,9.74,23.42,13.18,404801.3,197518.3,207283.0,2103.9,4.2,12.63,6587.3,45068.9,93.696
동작구,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54355.0,15623.0,14830.0,8778.0,3294.0,5484.0,761.0,332.0,429.0,8466.0,3773.0,4693.0,2055.0,1070.0,985.0,3842.0,575.0,625.0,673.0,653.0,9.0,14.75,7.25,16.6,16.98,400236.0,195253.0,204983.0,1401.0,2.6,14.15,7339.0,43210.0,97.645
동작구,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56872.0,16139.0,15438.0,9061.0,3335.0,5726.0,796.0,338.0,458.0,9050.0,4017.0,5033.0,2263.0,1166.0,1097.0,4125.0,714.0,792.0,804.0,919.0,13.0,16.87,9.24,19.8,18.69,397980.0,193713.0,204267.0,2517.0,4.6,14.21,7749.0,41455.0,99.086
동작구,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60088.0,16849.0,16373.0,9817.0,3629.0,6188.0,893.0,377.0,516.0,9721.0,4275.0,5446.0,2341.0,1247.0,1094.0,4094.0,880.0,955.0,942.0,1227.0,12.0,19.63,6.07,18.23,20.91,400368.0,194049.0,206319.0,3216.0,5.7,15.1,8337.0,39862.0,99.466
동작구,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64101.0,17447.0,17387.0,10460.0,3798.0,6662.0,1007.0,452.0,555.0,10688.0,4674.0,6014.0,2443.0,1267.0,1176.0,4669.0,1122.0,1095.0,1031.0,1476.0,13.0,23.18,5.81,20.06,23.73,392772.0,189611.0,203161.0,4013.0,6.7,16.01,8941.0,37675.0,100.0
동작구,2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68231.0,17718.0,17584.0,12784.0,4859.0,7925.0,1033.0,450.0,583.0,11330.0,4924.0,6406.0,2450.0,1327.0,1123.0,5332.0,1359.0,1161.0,1085.0,1679.0,14.0,35.6,2.41,9.8,27.02,388094.0,187311.0,200783.0,4130.0,6.4,17.37,9711.0,35940.0,102.5
동작구,2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71782.0,18973.0,18375.0,12872.0,4800.0,8072.0,1089.0,475.0,614.0,12259.0,5353.0,6906.0,2640.0,1448.0,1192.0,5574.0,1409.0,1225.0,1158.0,1839.0,15.0,21.23,3.15,8.46,30.41,386605.0,186536.0,200069.0,3551.0,5.2,18.5,10351.0,34036.0,107.72
동작구,2023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74443.0,19488.0,18492.0,13392.0,4984.0,8408.0,1104.0,460.0,644.0,12874.0,5678.0,7196.0,2849.0,1526.0,1323.0,6244.0,1540.0,1273.0,1210.0,1957.0,12.0,26.3,1.66,4.96,33.43,384089.0,185348.0,198741.0,2661.0,3.7,19.26,10878.0,32543.0,111.59
마포구,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44356.9,9615.3,11083.9,6737.1,2582.0,4155.1,487.7,207.1,280.6,7926.0,3173.5,4752.5,1832.2,938.4,893.8,6674.6,201.9,386.4,359.3,212.8,11.0,39.62,12.0,20.94,8.01,374005.3,179500.6,194504.7,1417.6,3.2,12.07,5142.5,48973.2,89.257
마포구,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47505.1,9742.6,11000.7,7865.9,2990.6,4875.3,529.9,224.1,305.9,8953.3,3647.9,5305.4,1813.7,928.1,885.6,7599.0,320.8,467.4,447.1,373.9,11.6,37.96,11.12,19.29,10.09,372645.9,178204.4,194441.5,1627.3,3.4,12.94,5581.9,47249.8,91.477
마포구,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50653.3,9869.9,10917.6,8994.6,3399.1,5595.4,572.1,241.0,331.1,9980.6,4122.3,5858.3,1795.1,917.7,877.4,8523.4,439.6,548.4,534.9,535.0,12.1,36.31,10.24,17.65,12.17,371286.4,176908.1,194378.3,1837.0,3.6,13.81,6021.3,45526.4,93.696
마포구,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54162.0,10072.0,10877.0,10832.0,4151.0,6681.0,648.0,261.0,387.0,11287.0,4744.0,6543.0,1820.0,949.0,871.0,8626.0,556.0,600.0,592.0,665.0,11.0,25.11,9.44,17.06,15.25,368841.0,175326.0,193515.0,780.0,1.5,14.67,6646.0,43580.0,97.645
마포구,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56837.0,10135.0,10627.0,11018.0,4092.0,6926.0,663.0,275.0,388.0,11909.0,5035.0,6874.0,1765.0,898.0,867.0,10720.0,660.0,725.0,712.0,817.0,15.0,53.43,9.99,15.29,16.38,368181.0,174194.0,193987.0,2675.0,4.9,15.55,6900.0,42132.0,99.086
마포구,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59248.0,10167.0,10760.0,11753.0,4369.0,7384.0,649.0,275.0,374.0,12595.0,5285.0,7310.0,1719.0,853.0,866.0,11605.0,782.0,811.0,801.0,1028.0,13.0,37.92,6.33,10.91,17.67,369327.0,173893.0,195434.0,2411.0,4.2,16.09,7147.0,40457.0,99.466
마포구,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63172.0,10355.0,10625.0,12980.0,4765.0,8215.0,709.0,313.0,396.0,14010.0,5942.0,8068.0,1729.0,869.0,860.0,12764.0,921.0,875.0,924.0,1223.0,15.0,16.01,5.8,9.19,19.75,365612.0,171161.0,194451.0,3924.0,6.6,17.43,7636.0,38669.0,100.0
마포구,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67162.0,10475.0,10436.0,15028.0,5578.0,9450.0,808.0,339.0,469.0,15487.0,6698.0,8789.0,1644.0,850.0,794.0,13284.0,1108.0,961.0,1012.0,1405.0,16.0,14.77,4.42,8.69,22.13,365192.0,170867.0,194325.0,3990.0,6.3,18.58,8249.0,37283.0,102.5
마포구,2022,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70030.0,10605.0,10429.0,16004.0,5969.0,10035.0,837.0,351.0,486.0,16469.0,7133.0,9336.0,1564.0,789.0,775.0,14122.0,1142.0,1039.0,1036.0,1591.0,17.0,22.55,7.74,11.04,24.81,362408.0,168768.0,193640.0,2868.0,4.3,19.18,8683.0,35004.0,107.72
마포구,2023,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72112.0,10844.0,10341.0,16951.0,6310.0,10641.0,873.0,347.0,526.0,16871.0,7302.0,9569.0,1806.0,926.0,880.0,14426.0,1235.0,1097.0,1125.0,1527.0,14.0,37.94,3.37,5.27,27.6,361380.0,167854.0,193526.0,2082.0,3.0,19.55,9191.0,33305.0,111.59
서대문구,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36056.8,9388.6,11962.8,4897.6,1808.4,3089.2,794.2,294.6,499.6,5166.4,2236.7,2929.7,1291.0,564.4,726.6,2556.1,32.2,291.8,450.6,-170.1,9.9,28.62,7.97,16.36,13.4,320587.1,152497.1,168090.1,381.9,1.5,11.52,5380.1,35663.6,89.257
서대문구,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38327.7,9539.4,11922.5,5781.0,2132.4,3648.6,860.4,323.1,537.3,5822.5,2513.4,3309.1,1332.1,596.3,735.9,3069.7,182.3,381.6,519.0,78.3,10.5,28.01,7.39,15.16,15.6,320247.5,151824.2,168423.3,624.8,1.9,12.2,5832.4,34831.1,91.477
서대문구,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40598.6,9690.3,11882.1,6664.4,2456.4,4208.0,926.6,351.6,575.0,6478.6,2790.1,3688.4,1373.3,628.1,745.1,3583.3,332.4,471.4,587.4,326.7,11.0,27.4,6.82,13.96,17.81,319907.9,151151.3,168756.6,867.6,2.2,12.88,6284.6,33998.6,93.696
서대문구,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43418.0,9866.0,11722.0,7917.0,2904.0,5013.0,1006.0,383.0,623.0,7135.0,3054.0,4081.0,1390.0,649.0,741.0,4382.0,501.0,532.0,628.0,602.0,10.0,27.29,6.25,11.16,20.79,321345.0,151132.0,170213.0,120.0,0.3,13.69,6930.0,33339.0,97.645
서대문구,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44795.0,10025.0,11743.0,8261.0,3048.0,5213.0,1075.0,410.0,665.0,7608.0,3261.0,4347.0,1499.0,733.0,766.0,4584.0,609.0,635.0,729.0,821.0,14.0,25.24,5.12,9.07,22.14,318874.0,149438.0,169436.0,1377.0,3.2,14.07,7136.0,32236.0,99.086
서대문구,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46449.0,10037.0,11622.0,8957.0,3239.0,5718.0,1104.0,440.0,664.0,8507.0,3670.0,4837.0,1514.0,694.0,820.0,4708.0,751.0,734.0,802.0,1037.0,12.0,22.52,5.28,11.83,24.09,319394.0,149113.0,170281.0,1654.0,3.7,14.77,7517.0,31201.0,99.466
서대문구,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49863.0,10227.0,12295.0,10144.0,3790.0,6354.0,1141.0,439.0,702.0,9178.0,3882.0,5296.0,1426.0,694.0,732.0,5452.0,922.0,901.0,874.0,1257.0,13.0,24.16,4.15,11.92,25.58,317209.0,148696.0,168513.0,3414.0,7.3,15.61,7954.0,31090.0,100.0
서대문구,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52792.0,10559.0,11744.0,11148.0,4156.0,6992.0,1303.0,514.0,789.0,9954.0,4311.0,5643.0,1693.0,882.0,811.0,6391.0,1150.0,961.0,970.0,1643.0,14.0,38.13,6.73,13.87,29.01,314547.0,146558.0,167989.0,2929.0,5.9,16.56,8545.0,29460.0,102.5
서대문구,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54288.0,10676.0,11359.0,12060.0,4427.0,7633.0,1308.0,526.0,782.0,10470.0,4512.0,5958.0,1588.0,794.0,794.0,6827.0,1266.0,1002.0,983.0,1849.0,16.0,12.25,0.92,2.99,30.95,318308.0,146857.0,171451.0,1496.0,2.8,16.89,9020.0,29142.0,107.72
서대문구,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56170.0,10666.0,11561.0,12899.0,4703.0,8196.0,1402.0,547.0,855.0,10868.0,4589.0,6279.0,1655.0,843.0,812.0,7119.0,1331.0,1050.0,1041.0,2033.0,13.0,25.03,3.21,3.35,33.86,320168.0,147424.0,172744.0,1882.0,3.5,17.54,9552.0,28212.0,111.59
서초구,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35202.3,6398.6,7982.7,9122.6,3298.8,5823.8,560.6,216.9,343.7,5622.8,2366.4,3256.4,1533.1,800.8,732.3,3982.0,-22.9,183.6,151.8,127.9,5.4,35.89,0.89,1.8,3.85,431598.6,207041.7,224556.9,1225.6,3.6,8.24,3435.4,68120.7,89.257
서초구,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36689.6,6336.3,7773.5,9685.2,3507.5,6177.8,601.1,230.9,370.3,6265.7,2666.1,3599.6,1514.2,791.7,722.5,4513.6,89.4,242.3,203.1,215.4,5.9,33.88,1.27,2.48,5.08,426129.8,204315.1,221814.7,1269.0,3.6,8.72,3904.1,66165.1,91.477
서초구,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38176.9,6274.0,7564.3,10247.9,3716.1,6531.7,641.7,244.9,396.9,6908.6,2965.9,3942.7,1495.3,782.6,712.7,5045.1,201.6,300.9,254.4,303.0,6.3,31.86,1.65,3.16,6.32,420661.0,201588.4,219072.6,1312.3,3.5,9.19,4372.7,64209.4,93.696
서초구,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39702.0,6259.0,7279.0,10883.0,3974.0,6909.0,689.0,267.0,422.0,7639.0,3265.0,4374.0,1494.0,778.0,716.0,5459.0,329.0,332.0,291.0,351.0,6.0,39.55,1.59,1.4,8.08,414550.0,198241.0,216309.0,1345.0,3.5,9.58,5011.0,62043.0,97.645
서초구,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41137.0,6110.0,7092.0,11547.0,4176.0,7371.0,740.0,280.0,460.0,8131.0,3585.0,4546.0,1470.0,767.0,703.0,6047.0,416.0,424.0,371.0,485.0,8.0,34.63,1.3,1.61,8.79,409491.0,196064.0,213427.0,1435.0,3.6,10.05,5290.0,60202.0,99.086
서초구,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42667.0,6120.0,6981.0,11957.0,4352.0,7605.0,736.0,263.0,473.0,8744.0,3830.0,4914.0,1425.0,763.0,662.0,6704.0,528.0,493.0,415.0,601.0,7.0,11.74,3.84,8.76,9.6,404960.0,194195.0,210765.0,1530.0,3.7,10.54,5602.0,58340.0,99.466
서초구,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43942.0,6010.0,7044.0,11984.0,4343.0,7641.0,788.0,297.0,491.0,9440.0,4136.0,5304.0,1396.0,718.0,678.0,7280.0,654.0,565.0,451.0,664.0,8.0,13.18,3.49,8.77,10.83,401749.0,192081.0,209668.0,1275.0,3.0,11.2,6170.0,56954.0,100.0
서초구,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45933.0,5913.0,6427.0,13173.0,4807.0,8366.0,860.0,333.0,527.0,10237.0,4505.0,5732.0,1405.0,762.0,643.0,7918.0,759.0,584.0,528.0,758.0,9.0,18.79,4.32,10.07,12.32,392302.0,187435.0,204867.0,1991.0,4.5,11.99,6743.0,54730.0,102.5
서초구,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46745.0,5826.0,6090.0,13554.0,4950.0,8604.0,886.0,315.0,571.0,10823.0,4816.0,6007.0,1331.0,691.0,640.0,8235.0,871.0,653.0,547.0,824.0,10.0,21.62,5.5,6.72,13.77,383181.0,183006.0,200175.0,812.0,1.8,12.13,7151.0,51932.0,107.72
서초구,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48756.0,5936.0,6179.0,14391.0,5254.0,9137.0,929.0,351.0,578.0,11347.0,5017.0,6330.0,1417.0,744.0,673.0,8557.0,996.0,696.0,615.0,890.0,8.0,27.05,2.19,3.93,15.37,385267.0,183751.0,201516.0,2011.0,4.3,12.14,7764.0,50507.0,111.59
성동구,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34291.4,10433.7,8546.7,8406.9,3396.0,5010.9,173.9,61.5,112.4,2260.6,1135.4,1125.2,1382.9,738.3,644.6,3086.6,113.9,337.9,364.8,78.1,9.1,44.13,10.13,13.95,7.51,321707.6,159608.4,162099.3,1530.6,4.6,10.33,4237.3,38672.9,89.257
성동구,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35801.2,10494.0,8534.9,9158.0,3657.4,5500.6,199.8,74.3,125.4,2499.0,1237.1,1262.0,1433.5,773.7,659.8,3482.0,244.7,412.6,435.5,251.3,9.6,45.06,9.3,13.28,10.17,316829.0,156789.0,160040.1,1538.3,4.4,11.09,4669.4,37190.5,91.477
성동구,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37311.0,10554.3,8523.1,9909.1,3918.7,5990.4,225.6,87.1,138.4,2737.4,1338.7,1398.7,1484.1,809.1,675.0,3877.3,375.6,487.3,506.3,424.4,10.0,46.0,8.47,12.62,12.83,311950.4,153969.6,157980.9,1546.0,4.3,11.84,5101.6,35708.1,93.696
성동구,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39067.0,10794.0,8389.0,10705.0,4285.0,6420.0,256.0,96.0,160.0,3006.0,1458.0,1548.0,1539.0,875.0,664.0,4378.0,527.0,526.0,530.0,550.0,9.0,41.01,8.27,11.26,16.73,302367.0,149060.0,153307.0,1993.0,5.4,12.92,5642.0,33732.0,97.645
성동구,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40706.0,10757.0,8817.0,11160.0,4333.0,6827.0,305.0,130.0,175.0,3319.0,1620.0,1699.0,1620.0,898.0,722.0,4728.0,631.0,637.0,630.0,804.0,12.0,65.3,6.17,11.46,18.07,306796.0,150623.0,156173.0,1639.0,4.2,13.27,6006.0,33238.0,99.086
성동구,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41488.0,10639.0,8370.0,12167.0,4630.0,7537.0,284.0,118.0,166.0,3455.0,1607.0,1848.0,1572.0,858.0,714.0,5001.0,737.0,731.0,730.0,945.0,11.0,39.38,5.61,9.77,19.95,299688.0,146630.0,153058.0,782.0,1.9,13.84,6296.0,31559.0,99.466
성동구,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42585.0,10461.0,8330.0,13018.0,4907.0,8111.0,300.0,124.0,176.0,3580.0,1695.0,1885.0,1661.0,918.0,743.0,5235.0,883.0,820.0,850.0,1143.0,12.0,50.85,5.66,11.76,22.61,291918.0,142128.0,149790.0,1097.0,2.6,14.59,6685.0,29566.0,100.0
성동구,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44946.0,10766.0,8516.0,13956.0,5403.0,8553.0,342.0,143.0,199.0,3805.0,1785.0,2020.0,1806.0,1024.0,782.0,5755.0,1062.0,882.0,941.0,1308.0,13.0,33.57,3.31,8.29,25.64,286469.0,139181.0,147288.0,2361.0,5.5,15.69,7236.0,28220.0,102.5
성동구,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46548.0,10996.0,8405.0,14492.0,5507.0,8985.0,402.0,192.0,210.0,4035.0,1874.0,2161.0,1784.0,1002.0,782.0,6434.0,1177.0,926.0,912.0,1466.0,14.0,68.5,4.98,12.04,28.77,282131.0,136734.0,145397.0,1602.0,3.6,16.76,7740.0,26903.0,107.72
성동구,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48111.0,11155.0,8505.0,14898.0,5684.0,9214.0,413.0,166.0,247.0,4637.0,2178.0,2459.0,1824.0,1081.0,743.0,6679.0,1276.0,980.0,932.0,1604.0,11.0,49.53,2.09,5.17,32.52,277683.0,134488.0,143195.0,1563.0,3.4,17.05,8206.0,25233.0,111.59
성북구,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45145.1,12709.1,14394.6,6647.3,2548.4,4098.9,714.7,287.3,427.4,4340.9,1874.6,2466.3,2823.5,1357.9,1465.6,3515.1,209.4,558.7,759.5,143.1,10.9,30.43,7.65,13.71,8.89,450262.9,219322.4,230940.6,247.2,0.9,10.35,6651.8,57545.7,89.257
성북구,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47860.9,12915.3,14540.0,7762.0,2966.8,4795.2,830.6,339.1,491.4,5169.9,2228.3,2941.6,2802.2,1346.3,1455.9,3840.9,406.9,668.7,836.6,412.0,11.5,29.53,7.31,13.27,11.35,448381.2,217762.9,230618.3,563.9,1.4,10.96,7337.3,55682.2,91.477
성북구,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50576.6,13121.4,14685.3,8876.7,3385.1,5491.6,946.4,391.0,555.4,5999.0,2582.0,3417.0,2781.0,1334.7,1446.3,4166.7,604.4,778.7,913.7,680.9,12.0,28.62,6.97,12.83,13.8,446499.4,216203.4,230296.0,880.6,1.8,11.57,8022.7,53818.7,93.696
성북구,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,54243.0,13503.0,14921.0,10249.0,3938.0,6311.0,1131.0,484.0,647.0,6953.0,2983.0,3970.0,2765.0,1329.0,1436.0,4721.0,828.0,927.0,948.0,936.0,11.0,20.95,6.04,14.46,17.24,445417.0,215068.0,230349.0,126.0,0.2,12.44,9026.0,52354.0,97.645
성북구,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55136.0,13442.0,14885.0,10703.0,3993.0,6710.0,1140.0,476.0,664.0,7457.0,3236.0,4221.0,2724.0,1283.0,1441.0,4785.0,985.0,981.0,1078.0,1198.0,15.0,19.52,5.52,9.89,19.03,438734.0,211204.0,227530.0,893.0,1.6,12.38,9395.0,49379.0,99.086
성북구,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,57832.0,13702.0,14891.0,12168.0,4678.0,7490.0,1206.0,490.0,716.0,8305.0,3548.0,4757.0,2817.0,1382.0,1435.0,4743.0,1156.0,1095.0,1160.0,1516.0,13.0,29.75,9.6,11.54,20.2,445327.0,213832.0,231495.0,2696.0,4.9,13.18,9810.0,48562.0,99.466
성북구,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61510.0,13717.0,15553.0,13300.0,5014.0,8286.0,1447.0,601.0,846.0,9417.0,4037.0,5380.0,2567.0,1216.0,1351.0,5509.0,1378.0,1215.0,1261.0,1741.0,14.0,49.61,4.9,12.54,22.78,438833.0,209682.0,229151.0,3678.0,6.4,14.21,10514.0,46162.0,100.0
성북구,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64985.0,14248.0,15448.0,14684.0,5554.0,9130.0,1560.0,694.0,866.0,10436.0,4463.0,5973.0,2714.0,1286.0,1428.0,5895.0,1660.0,1287.0,1334.0,2072.0,15.0,20.59,4.1,9.51,25.49,435509.0,207428.0,228081.0,3475.0,5.6,14.81,11365.0,44582.0,102.5
성북구,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67222.0,14413.0,15459.0,15886.0,6061.0,9825.0,1592.0,680.0,912.0,11061.0,4723.0,6338.0,2604.0,1242.0,1362.0,6207.0,1784.0,1447.0,1337.0,2317.0,17.0,18.3,1.98,5.84,28.47,436113.0,207284.0,228829.0,2237.0,3.4,15.44,12220.0,42920.0,107.72
성북구,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69148.0,14598.0,15709.0,16359.0,6172.0,10187.0,1793.0,764.0,1029.0,11578.0,4988.0,6590.0,2681.0,1280.0,1401.0,6430.0,1971.0,1579.0,1437.0,2514.0,14.0,16.4,7.03,13.73,32.08,432874.0,205261.0,227613.0,1926.0,2.9,15.53,13022.0,40594.0,111.59
송파구,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44821.1,7548.7,7679.9,8344.1,3002.4,5341.8,465.4,157.6,307.9,13235.6,5735.6,7499.9,1658.9,867.0,791.9,5888.4,-199.1,121.7,131.4,-68.4,12.9,34.05,7.27,17.24,3.78,643959.6,314173.2,329786.4,5092.0,10.4,6.97,4688.4,91238.6,89.257
송파구,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49582.5,7730.8,7743.5,9555.1,3434.8,6120.3,518.7,182.4,336.3,15129.7,6584.5,8545.2,1717.7,908.6,809.1,7187.1,67.2,293.5,276.3,177.8,13.7,31.62,6.54,15.56,5.58,642948.0,313122.9,329825.1,5022.6,9.8,7.72,5806.2,89243.2,91.477
송파구,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54344.0,7912.9,7807.0,10766.0,3867.1,6898.9,572.0,207.3,364.7,17023.9,7433.4,9590.4,1776.6,950.3,826.3,8485.7,333.6,465.3,421.1,424.0,14.4,29.18,5.81,13.88,7.37,641936.4,312072.6,329863.9,4953.3,9.2,8.48,6924.0,87247.9,93.696
송파구,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58848.0,8253.0,7961.0,12221.0,4391.0,7830.0,631.0,233.0,398.0,18785.0,8229.0,10556.0,1851.0,989.0,862.0,9146.0,629.0,594.0,523.0,585.0,13.0,21.86,5.01,10.04,9.95,633953.0,307723.0,326230.0,4439.0,8.2,9.22,8433.0,84755.0,97.645
송파구,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63451.0,8089.0,7823.0,13129.0,4754.0,8375.0,659.0,257.0,402.0,20698.0,9100.0,11598.0,1835.0,991.0,844.0,11218.0,865.0,777.0,737.0,918.0,18.0,35.55,4.22,12.26,10.97,638167.0,309442.0,328725.0,4603.0,7.8,9.78,9057.0,82584.0,99.086
